Date,Description,Amount,Type
06/03/2024 00:00,Swiggy 9182,2382.73,Credit
15-Jun-2024,Amazon 6971,1143.66,credit
29-Sep-2022,Flipkart 7976,1911.71,debit
"July 08, 2022",Salary 5771,2502.01,Debit
12/05/2023 00:00,Zomato 8857,2281.91,Credit
"March 23, 2023",Rent 8996,33.32,credit
2023-08-04,Zomato 2305,431.6,credit
"February 29, 2024",Rent 2912,2286.74,credit
10-May-2024,Rent 4372,2190.0,debit
04-Sep-2022,Amazon 9738,4451.32,credit
"March 17, 2022",Electricity 2124,1390.7,Debit
2022-06-03,Salary 4061,4887.1,credit
18-Oct-2023,Rent 5054,4862.88,Credit
"March 11, 2023",Flipkart 6786,950.33,Debit
2022-03-27,Electricity 8000,132.1,Debit
11/28/2023 00:00,Zomato 4879,996.98,Debit
10/12/2022 00:00,Rent 3988,2103.13,credit
08/08/2022 00:00,Electricity 5333,1843.46,Debit
2022-03-10,Salary 4715,2373.21,debit
16-Feb-2022,Amazon 1256,3462.25,
2022-04-04,Rent 3458,2595.16,Credit
2024-01-20,Zomato 8552,1730.44,Debit
03/29/2023 00:00,Zomato 1929,3381.76,Debit
23-Jul-2022,Salary 8980,1677.61,
2022-08-06,Amazon 5706,1769.76,Credit
19-Apr-2023,Swiggy 2032,1722.73,Debit
08-Mar-2023,Gym 4601,1527.0,credit
"December 07, 2022",Salary 2977,error,debit
07/05/2023 00:00,Electricity 4633,error,Debit
"September 04, 2023",Uber 8890,3874.02,credit
"October 16, 2022",Swiggy 5264,4613.63,Credit
11-Sep-2022,Zomato 3207,1388.64,credit
01/04/2024 00:00,Electricity 6323,3523.35₹,credit
"December 23, 2022",Uber 7878,3023.86₹,
2022-01-23,Uber 9164,1504.65,debit
"February 01, 2024",Electricity 7347,1189.47₹,credit
2023-06-06,Flipkart 2057,4719.86,
2024-01-28,Swiggy 3690,3488.59,Credit
16-Apr-2024,Rent 6977,error,Debit
10-Apr-2022,Zomato 5651,4984.75,credit
03/12/2024 00:00,Swiggy 9765,1773.26,Debit
2022-06-29,Swiggy 1202,1151.59,Credit
2022-08-11,Amazon 5482,1655.57,credit
2024-02-01,Flipkart 3168,859.04,
21-Oct-2023,Gym 3625,4625.64,debit
"March 18, 2023",Zomato 8625,3487.49,debit
31-Aug-2023,Swiggy 5154,3028.7,debit
08-Feb-2024,Rent 5557,4034.75,credit
"November 21, 2022",Amazon 7635,2584.06,
2023-05-31,Uber 3983,961.92,Credit
2022-01-16,Flipkart 3756,error,
"March 02, 2024",Rent 6022,2617.91,
12/02/2022 00:00,Electricity 3688,4029.27,Credit
2024-01-29,Amazon 2201,1116.06,credit
15-Sep-2022,Electricity 1085,3527.52,credit
2023-05-12,Flipkart 7065,1256.52,debit
2024-06-14,Salary 3151,2169.79,debit
"June 09, 2022",Salary 1000,315.15,Credit
2023-04-20,Rent 4031,2521.18,
2024-05-01,Rent 7478,error,Credit
26-Oct-2023,Rent 8523,4223.01,Credit
"November 21, 2023",Amazon 6161,4787.32,
06-Nov-2023,Uber 8860,428.5,credit
15-Jan-2023,Zomato 4372,2673.68₹,
06/29/2023 00:00,Salary 9402,3523.57,
22-Nov-2023,Electricity 8286,336.03,Debit
2023-03-03,Salary 9670,2772.82,credit
09/05/2023 00:00,Swiggy 1021,4684.12,credit
2022-09-25,Amazon 3543,2637.35,Debit
"April 14, 2024",Flipkart 8304,3108.81,
07/31/2023 00:00,Electricity 9622,error,
"February 21, 2023",Gym 8745,3079.6,Credit
17-Jun-2022,Amazon 2511,4441.14,credit
04/21/2024 00:00,Zomato 4726,1653.39,Debit
12-Feb-2022,Zomato 5364,3863.33,debit
2023-07-10,Amazon 9890,2857.69,debit
10/12/2022 00:00,Uber 5279,1293.62,Debit
02/01/2023 00:00,Zomato 6332,1962.97,debit
"January 12, 2022",Electricity 1163,1796.08,
"August 30, 2023",Amazon 1998,2347.48,Credit
10/29/2022 00:00,Gym 8363,error,Credit
2024-06-16,Flipkart 2133,762.83,credit
10-Sep-2022,Rent 5479,1898.4,
14-May-2023,Electricity 1684,2814.12₹,Credit
2024-01-24,Uber 4050,3093.55,credit
04-Feb-2022,Flipkart 4825,4552.82,
2023-12-28,Amazon 6685,2848.9,
28-Apr-2024,Flipkart 7325,3651.65,credit
31-Mar-2022,Uber 8541,2413.79,Credit
15-Feb-2024,Electricity 2704,2621.58,
08/28/2023 00:00,Amazon 1837,2953.72,
"August 25, 2023",Gym 9886,2615.46,Credit
"February 22, 2023",Swiggy 5005,1554.07,Debit
04/25/2022 00:00,Zomato 6724,4886.82,debit
2023-09-09,Salary 2682,3097.49,Credit
2022-07-15,Uber 8970,1737.23,
2024-04-05,Amazon 7944,3995.11,Credit
2023-05-16,Swiggy 8170,827.2,Debit
2023-09-18,Zomato 3061,4962.69,debit
05/08/2023 00:00,Flipkart 7093,3946.11,debit
03/16/2022 00:00,Flipkart 9073,496.41,
02/17/2023 00:00,Salary 5210,4242.87,credit
2023-01-11,Salary 6613,1300.25,Credit
"February 24, 2023",Uber 4088,3192.75,Debit
30-Dec-2023,Zomato 9269,834.05,
2022-10-04,Flipkart 9428,3556.67,credit
01/31/2024 00:00,Rent 7695,3789.34,credit
07-Nov-2023,Uber 5052,4259.38,Credit
2023-01-29,Rent 2108,2444.13,Debit
05/18/2024 00:00,Swiggy 9285,error,debit
02-Apr-2023,Electricity 2619,1082.87,Credit
11-Jul-2022,Amazon 7046,2583.33,credit
01/09/2024 00:00,Uber 9403,2663.8,Debit
"November 20, 2023",Gym 6314,4048.07,debit
"April 09, 2022",Amazon 7270,3559.05,credit
2023-07-02,Swiggy 9660,3494.47,Debit
2022-04-06,Swiggy 3321,157.98,debit
10/26/2023 00:00,Rent 2996,2736.29,Debit
"October 25, 2023",Salary 6606,4963.44,credit
07/09/2022 00:00,Rent 5201,3763.56,credit
"January 06, 2024",Rent 1205,error,credit
02/06/2022 00:00,Rent 7846,2472.96,
02/19/2024 00:00,Salary 3043,4161.66,debit
"January 04, 2023",Zomato 4007,4086.61,Debit
2023-11-26,Gym 5613,2654.77₹,
06/09/2023 00:00,Swiggy 1904,2846.28,Credit
06-Oct-2022,Rent 7061,269.67,Debit
2022-08-05,Gym 1314,4266.89₹,debit
05/16/2024 00:00,Amazon 4470,678.29,debit
"May 22, 2024",Gym 1755,1510.94,Credit
03/08/2024 00:00,Zomato 6699,3725.02,debit
30-Sep-2022,Rent 9743,1511.99,credit
30-May-2024,Swiggy 7674,2532.57,debit
03-Mar-2022,Uber 4333,779.08,Credit
19-Aug-2023,Flipkart 1027,1464.75,Debit
05/29/2024 00:00,Zomato 9756,3674.13₹,
2023-12-30,Amazon 5904,2097.19,debit
2022-12-08,Uber 5529,2820.06,Debit
02/01/2023 00:00,Gym 9204,1791.65,credit
"November 30, 2023",Zomato 7142,4653.86,credit
01/19/2022 00:00,Swiggy 7613,4282.53,Credit
"June 26, 2022",Salary 9328,572.6,Debit
2023-09-04,Salary 2825,4888.63,Debit
31-Jan-2023,Flipkart 7242,4048.81,Credit
03/21/2023 00:00,Zomato 9077,800.28,Debit
2022-08-21,Flipkart 1599,217.71,
2022-03-17,Zomato 6048,error,Credit
22-Sep-2022,Uber 1807,3791.21,Debit
2023-03-31,Rent 8096,1385.05,Credit
03/06/2024 00:00,Gym 3054,4760.5,
"December 19, 2023",Gym 6621,4531.66,Debit
"January 05, 2024",Gym 6889,1074.0,credit
"January 19, 2023",Electricity 5298,2001.88,debit
18-Jul-2023,Zomato 3690,246.29,debit
"April 30, 2024",Swiggy 8748,1548.17,debit
2023-05-21,Electricity 4042,2484.92,Debit
01/02/2023 00:00,Swiggy 2954,326.52,Credit
05/24/2022 00:00,Swiggy 8662,1690.51,Credit
06/03/2024 00:00,Flipkart 6350,762.57,credit
03/10/2022 00:00,Salary 1487,4618.44,
2022-04-09,Amazon 7244,4149.18₹,debit
"January 31, 2023",Rent 5902,3834.05,Debit
2022-01-25,Swiggy 4523,3874.77,debit
2024-06-09,Flipkart 4249,81.67,Debit
04/14/2023 00:00,Flipkart 2518,3016.05,Credit
04/29/2023 00:00,Rent 5310,2958.39,
19-Jul-2023,Gym 3893,4962.98,
2022-05-31,Rent 3757,3166.39,Debit
"May 24, 2022",Zomato 3350,3256.38,Debit
23-Jul-2023,Amazon 7348,1910.22,Credit
"February 08, 2022",Flipkart 2509,2506.9,debit
"April 19, 2022",Amazon 5049,1982.41,Debit
11/24/2023 00:00,Electricity 8802,4558.17,credit
2022-02-11,Gym 3004,1022.29,debit
07/05/2022 00:00,Zomato 3188,760.49,credit
"February 02, 2023",Zomato 9431,4984.6,Debit
2022-08-11,Swiggy 9069,4654.82,Credit
26-Sep-2023,Electricity 4882,2969.29,
13-May-2022,Amazon 9887,3866.23,Debit
2022-06-12,Electricity 7104,563.82,
"August 03, 2022",Zomato 3727,error,debit
01/03/2024 00:00,Salary 5514,error,Credit
"August 23, 2022",Electricity 8420,4136.84,credit
04/22/2024 00:00,Flipkart 8655,2582.78,Credit
2023-10-20,Gym 1499,3636.49,debit
21-Jan-2024,Salary 7946,1703.59,debit
08/11/2023 00:00,Amazon 2669,3661.56,debit
09-Jan-2022,Flipkart 5687,1366.7,
15-Mar-2022,Swiggy 6664,4772.31₹,
05/07/2023 00:00,Amazon 6902,3355.39,Debit
"September 10, 2022",Salary 1558,2397.55,credit
08/18/2022 00:00,Salary 4269,3033.89,Debit
2023-06-03,Electricity 4747,3086.03,debit
06/23/2022 00:00,Flipkart 4207,4274.61,debit
"October 15, 2023",Salary 3443,2795.75,
06/17/2022 00:00,Amazon 8953,2821.98,Credit
19-Jun-2022,Amazon 8379,2937.81,Credit
28-Jan-2023,Amazon 6833,3867.74,credit
05-Mar-2024,Electricity 2987,2460.95,
2023-09-26,Electricity 8365,1073.23,debit
13-Jul-2022,Rent 3297,error,
2023-06-01,Electricity 1852,1883.67,
2022-01-29,Electricity 1512,302.82,credit
2022-06-14,Amazon 4752,4001.07,Credit
26-Feb-2023,Zomato 4633,error,
05-Dec-2022,Amazon 9979,1343.56₹,Credit
10/10/2023 00:00,Uber 8320,1626.74,credit
05/11/2023 00:00,Uber 5870,1611.53,debit
12/31/2022 00:00,Electricity 8234,error,debit
12-Apr-2024,Rent 3907,2350.68,debit
"December 08, 2022",Salary 2099,4435.15,Credit
15-May-2023,Uber 9858,2472.96,debit
10/19/2023 00:00,Amazon 2747,897.78,Credit
"May 26, 2023",Gym 7397,3740.11,Debit
"November 23, 2022",Salary 7937,4342.47,debit
"August 05, 2022",Amazon 6923,3051.3,
2022-10-28,Electricity 3123,3825.25,Credit
12-May-2022,Gym 6267,1130.16,debit
03/14/2024 00:00,Rent 4734,4499.95,debit
"March 11, 2022",Salary 9516,385.58,debit
2022-09-09,Zomato 9083,4496.79,debit
"February 19, 2023",Zomato 6294,1826.06,
"February 26, 2024",Salary 4235,458.54,Debit
2023-03-21,Electricity 2274,915.15,Credit
"May 25, 2024",Zomato 5408,error,debit
"July 01, 2022",Uber 1685,1870.66,debit
16-Jun-2022,Rent 1984,3872.78,Credit
04/01/2022 00:00,Zomato 5791,2391.16,debit
"December 15, 2023",Uber 5340,2887.91,
07-May-2024,Uber 5238,3186.36,Credit
"June 15, 2023",Uber 2422,3017.84,credit
2022-02-08,Zomato 9419,4991.48,
"May 06, 2022",Swiggy 5063,2761.65,
27-Mar-2023,Flipkart 7181,3110.25,
2022-06-22,Electricity 3434,1753.28,Debit
10/15/2023 00:00,Flipkart 4737,1210.49,Debit
24-Jan-2024,Swiggy 4108,2250.48,Credit
2022-08-08,Zomato 9164,3075.1,debit
09/30/2023 00:00,Swiggy 4826,1580.18,credit
27-Feb-2022,Uber 6937,2503.33,debit
22-Oct-2023,Zomato 8383,4076.34,debit
"April 21, 2023",Flipkart 6194,2125.14,Credit
01-Apr-2023,Salary 2679,2895.22,Credit
04/08/2024 00:00,Gym 9764,error,Debit
06/13/2024 00:00,Zomato 9615,3119.86,
12/27/2022 00:00,Zomato 8087,1560.67,Debit
01-Jan-2022,Amazon 5040,2853.24,debit
01/22/2023 00:00,Amazon 8608,4305.58,debit
"December 14, 2022",Electricity 5569,error,
2022-07-09,Rent 2129,4119.38,debit
05/20/2023 00:00,Flipkart 7679,511.28,credit
10-Jul-2022,Swiggy 3291,4786.32,debit
"May 23, 2023",Gym 1725,806.27,Credit
"January 04, 2023",Salary 7465,2336.12,debit
2023-02-13,Salary 8724,4755.21,
2024-04-03,Amazon 1685,1051.66,Credit
2022-04-27,Flipkart 7321,error,
05/14/2022 00:00,Flipkart 1314,3689.19,debit
"February 27, 2022",Rent 9032,198.98,debit
2023-07-10,Flipkart 7611,2974.99₹,
11/16/2023 00:00,Gym 8556,3802.46,
2023-11-03,Flipkart 5078,4848.89,Debit
22-Jun-2022,Electricity 3443,702.46,
04/08/2024 00:00,Amazon 8972,4319.16,Debit
"March 25, 2024",Amazon 9878,3150.62,credit
"May 29, 2022",Gym 6388,3639.94,Debit
21-Mar-2022,Electricity 6216,3706.1,
04-Jun-2024,Zomato 1616,3623.21,Debit
08/01/2022 00:00,Electricity 6141,4616.3,credit
2022-07-22,Amazon 4769,624.18,Debit
2024-02-03,Electricity 8935,1423.98,Debit
"August 17, 2022",Salary 8890,4517.46₹,debit
11/07/2023 00:00,Uber 8552,2287.71,Credit
08/15/2022 00:00,Amazon 5197,2035.29,
21-Oct-2023,Rent 3096,2700.42,credit
2023-06-16,Gym 1436,1559.81,debit
17-Mar-2023,Zomato 6913,error,credit
"February 06, 2023",Uber 8293,4398.03,Debit
"February 16, 2022",Electricity 4274,1984.73₹,debit
21-Aug-2022,Flipkart 6309,1046.9,credit
01-Nov-2022,Gym 8805,789.34,Credit
"June 10, 2023",Gym 7961,3491.66,credit
05/23/2022 00:00,Gym 4326,377.08,debit
"February 19, 2023",Salary 2482,384.92,Debit
28-May-2023,Amazon 5543,4806.82,
01/08/2023 00:00,Gym 4189,3338.52,
07/20/2023 00:00,Amazon 3169,954.27,Credit
2024-06-04,Swiggy 8328,3165.93,
"September 16, 2022",Amazon 2410,2898.12,debit
"October 18, 2023",Salary 3286,error,debit
2023-04-16,Uber 1652,2124.18,Debit
12-Jan-2022,Amazon 9866,93.95,credit
2022-11-26,Zomato 2852,2206.4,Debit
01/06/2024 00:00,Salary 6838,3459.38,Credit
2024-02-23,Rent 6752,4786.9,Credit
12/24/2022 00:00,Gym 6758,4202.34,
"February 12, 2023",Swiggy 8893,125.9,debit
"October 30, 2023",Flipkart 6650,1230.77,credit
"January 08, 2023",Electricity 5015,error,
01/08/2022 00:00,Rent 9160,286.1,debit
"May 02, 2022",Electricity 2434,2981.91,Debit
14-Dec-2022,Flipkart 4388,2151.18,Credit
11/07/2023 00:00,Electricity 6491,3346.55,Credit
31-Mar-2022,Zomato 3977,1110.42,Credit
2023-10-10,Swiggy 4504,943.96,
"November 29, 2023",Salary 5542,4577.02₹,Credit
2022-11-12,Electricity 6375,1724.34,
2022-06-27,Salary 7550,4855.56,Debit
06/24/2023 00:00,Zomato 6338,806.8,Credit
"January 02, 2024",Electricity 8969,3769.19,debit
2024-05-18,Amazon 4445,1015.97,debit
"February 10, 2022",Zomato 2086,3581.96,Debit
10-Jan-2024,Salary 2399,error,Credit
2023-12-05,Flipkart 1911,1665.14,Debit
2023-05-17,Amazon 1543,3209.89,credit
05/25/2022 00:00,Salary 9260,177.48,Debit
"July 20, 2022",Rent 8200,1240.32,
25-Dec-2023,Amazon 4803,4288.04₹,debit
"April 06, 2023",Salary 8043,1564.09,Debit
01/02/2024 00:00,Rent 4869,4779.6,debit
"January 22, 2024",Swiggy 5887,error,Credit
"July 12, 2023",Zomato 1954,3610.23,Credit
2023-07-01,Rent 7409,824.26,
"September 10, 2022",Rent 3121,3821.21,
"January 25, 2023",Amazon 2043,error,debit
08/17/2023 00:00,Rent 7693,4331.73,Credit
06/01/2024 00:00,Amazon 8310,3124.83,Credit
2022-09-13,Flipkart 2646,4406.73,Debit
10-Dec-2023,Uber 5071,3143.92,debit
"March 25, 2024",Flipkart 7354,4034.92,Credit
"March 26, 2023",Rent 8985,4350.76,Credit
"January 10, 2022",Gym 6874,2349.86,Credit
"April 03, 2024",Amazon 3354,3370.41,Credit
03/08/2024 00:00,Amazon 6358,142.67,debit
30-Aug-2022,Swiggy 9090,2486.86,Credit
08-Sep-2022,Salary 9590,1070.43,debit
2024-05-26,Amazon 5851,581.39,debit
05-Jan-2022,Rent 9721,4982.37,
04/29/2022 00:00,Salary 1274,4985.38,debit
2024-03-11,Amazon 1010,1072.46,Debit
09-Jan-2023,Salary 5613,4488.13,Debit
03/06/2022 00:00,Flipkart 5368,4486.2,credit
05/26/2022 00:00,Salary 9919,4882.48,
"August 12, 2022",Amazon 5968,1967.66,credit
"August 27, 2022",Electricity 1293,4660.72,
06/26/2022 00:00,Rent 6032,3911.4,
18-Feb-2024,Flipkart 4035,3677.24,debit
02-May-2024,Electricity 6833,1246.6,credit
2022-10-09,Rent 3592,2457.35,debit
03/04/2022 00:00,Uber 1097,3942.31,credit
05-Aug-2022,Flipkart 5202,4235.34,Debit
03-May-2024,Gym 8843,997.2,
2024-04-06,Uber 8640,1563.11,credit
2024-03-05,Uber 5112,821.14,Debit
20-Nov-2023,Uber 1532,764.92,Credit
"April 06, 2023",Uber 7288,1074.7,Debit
2023-09-02,Swiggy 6672,4547.57,Credit
15-Apr-2022,Zomato 4861,1819.13,debit
"April 09, 2022",Amazon 9252,2493.09,
26-May-2023,Flipkart 8754,68.16,debit
2023-01-20,Rent 2257,3767.33,debit
02/09/2023 00:00,Rent 1862,1450.0,debit
2024-04-02,Swiggy 5467,3524.05,
02-Jun-2023,Zomato 7663,1002.33,debit
21-Apr-2023,Rent 4183,1891.44,Credit
12/10/2023 00:00,Flipkart 3627,2592.93,
"May 12, 2024",Salary 1995,3160.05,Credit
2023-10-07,Salary 4459,832.72₹,Debit
05/19/2024 00:00,Electricity 9739,2167.32,credit
2024-02-10,Rent 9305,68.89,credit
13-Mar-2023,Flipkart 6388,672.22,credit
01/23/2022 00:00,Uber 7432,1647.62,credit
07/19/2023 00:00,Gym 2058,4684.85,Credit
"November 08, 2023",Rent 3983,4417.61,debit
2023-12-15,Rent 9044,2623.97,credit
04/03/2023 00:00,Salary 1774,3026.0,
24-Mar-2022,Flipkart 9408,1448.52,
05/25/2022 00:00,Rent 7518,3352.59,credit
2022-03-26,Electricity 8346,1193.25,
03/19/2022 00:00,Zomato 4102,22.52,Credit
04/02/2023 00:00,Swiggy 1044,4816.55,Debit
"May 27, 2024",Flipkart 3322,1914.33,credit
2022-01-01,Gym 4164,2618.38,Credit
"February 20, 2022",Electricity 4103,509.46,Debit
16-Nov-2023,Zomato 3635,2641.31,
"December 18, 2023",Salary 2427,4512.74,Debit
11-Feb-2024,Rent 2807,4389.47,Debit
03/22/2023 00:00,Zomato 6249,2893.92,debit
03/25/2023 00:00,Zomato 1588,4285.13,Credit
2024-05-30,Zomato 1785,error,Debit
"May 03, 2023",Amazon 2830,970.71,debit
10-Mar-2024,Electricity 6865,2113.94,
2022-02-03,Zomato 6790,4050.06,Debit
12/14/2022 00:00,Gym 6501,3537.24,Debit
2022-04-05,Electricity 5539,1929.36,credit
03/13/2022 00:00,Rent 7226,1714.09,debit
07/05/2023 00:00,Salary 1290,error,debit
"June 03, 2022",Amazon 2129,1324.25,
2022-09-07,Swiggy 3540,error,Debit
"November 05, 2023",Swiggy 3068,1742.99,Debit
03/14/2023 00:00,Uber 9185,3917.01,
2022-04-28,Swiggy 7407,4252.3,Debit
10-Feb-2024,Amazon 8587,1093.26,credit
"June 09, 2024",Flipkart 9279,2042.81,Credit
"November 02, 2022",Flipkart 8897,4328.33,credit
"September 25, 2022",Salary 1254,1574.7,
23-Feb-2022,Amazon 8089,2025.12,credit
24-Aug-2022,Uber 5402,2772.78,Debit
24-Jan-2023,Amazon 4790,3210.8₹,Credit
01/04/2024 00:00,Amazon 8384,1525.05,debit
02/02/2024 00:00,Salary 4716,2883.58,
04-Apr-2024,Rent 1248,3624.86,debit
02/05/2023 00:00,Rent 2562,459.55,Credit
"September 16, 2023",Uber 3264,4996.62,credit
02/06/2024 00:00,Rent 1782,4664.41₹,Debit
2022-10-30,Rent 8363,773.06,Debit
"July 26, 2022",Rent 4538,1666.42,Debit
17-Aug-2022,Zomato 8643,1414.61,Debit
2024-05-02,Electricity 6942,120.15,Debit
08/01/2023 00:00,Salary 5298,2514.86,debit
2022-03-16,Salary 7207,799.56,
11-Mar-2023,Salary 1788,692.37,Debit
13-Apr-2022,Electricity 5215,1061.49,Debit
"February 26, 2023",Flipkart 5149,3800.29,
"December 05, 2023",Salary 4570,654.65,credit
2024-02-03,Salary 1646,3146.07,credit
08-Jan-2024,Flipkart 9923,1461.01,Credit
"March 16, 2024",Gym 5583,351.34,credit
02-Nov-2022,Gym 4414,4889.95,credit
"April 08, 2022",Flipkart 3758,3242.21,
"April 29, 2024",Swiggy 1008,1026.02,Debit
03/08/2024 00:00,Salary 2823,2535.84,Credit
01-Dec-2022,Electricity 8687,1948.81,Credit
08-May-2024,Zomato 8040,885.04,debit
"March 11, 2023",Uber 4958,4806.35,credit
"March 23, 2023",Zomato 3188,4298.02,Debit
"November 04, 2022",Zomato 4690,1852.49,Credit
06-Sep-2022,Rent 1887,4055.98,debit
2022-06-15,Salary 2675,956.12,
2023-04-26,Electricity 9879,384.5₹,Debit
2022-12-01,Gym 6044,2637.82₹,credit
2023-06-26,Swiggy 4243,1968.35,debit
2024-01-29,Electricity 1527,358.43,Debit
"April 16, 2022",Flipkart 2161,3156.13,Debit
17-Jul-2023,Zomato 9652,4099.92₹,Debit
22-Mar-2022,Uber 1666,2641.32,
2022-05-13,Swiggy 4502,279.03,Credit
"March 07, 2024",Gym 2817,1893.38,
18-Jun-2024,Gym 5863,1261.5,
"May 18, 2022",Gym 8508,751.25,Debit
03-Jul-2022,Gym 4022,2501.2,debit
02/05/2023 00:00,Zomato 6193,336.15,debit
11/26/2022 00:00,Gym 1173,325.14,Debit
24-Feb-2024,Swiggy 8198,3885.82,
23-May-2023,Zomato 6723,2143.38,Debit
"May 01, 2024",Amazon 4084,3725.86,
03/10/2022 00:00,Flipkart 1577,1639.72,Credit
2023-06-30,Salary 4070,1757.35,
"February 13, 2024",Gym 1804,2146.97,credit
2022-02-22,Swiggy 6530,1529.42,credit
2023-03-26,Zomato 8745,2799.63,debit
24-Jul-2022,Amazon 8170,373.73,debit
06-May-2022,Rent 2065,2791.26,Credit
"January 17, 2024",Electricity 9769,3571.53,
"February 12, 2022",Gym 5458,4961.17₹,
22-Jan-2024,Swiggy 5836,3191.07,Credit
"June 01, 2024",Flipkart 7415,3547.68,
2022-04-21,Swiggy 1853,2980.05,Debit
31-Jan-2024,Gym 5319,4755.27,Debit
2023-10-25,Rent 9676,4050.77,Debit
2022-07-02,Swiggy 6523,3079.59,debit
04/27/2024 00:00,Rent 9819,1670.07₹,Credit
05-Apr-2022,Amazon 9073,1628.93,debit
01/09/2023 00:00,Gym 1079,3768.83,
"June 04, 2023",Amazon 5912,4643.71,
18-Jun-2024,Electricity 3671,4928.25,Credit
"December 26, 2022",Swiggy 8110,1319.05,debit
"June 18, 2024",Electricity 6521,2963.83,Debit
11/27/2023 00:00,Amazon 8459,3512.99,Debit
08-Oct-2022,Amazon 2214,2071.07,Debit
14-Jul-2022,Swiggy 7522,555.03,credit
2024-05-13,Rent 3361,1437.08,credit
07/14/2022 00:00,Rent 8922,2582.29,
10/29/2023 00:00,Uber 4205,583.89,credit
04/03/2022 00:00,Gym 1535,1571.76,
"November 03, 2023",Rent 3264,1296.14,Credit
03/02/2022 00:00,Swiggy 7878,1778.5,Debit
26-Sep-2023,Flipkart 8557,3437.58,
02/20/2022 00:00,Gym 9869,2386.22,Debit
2023-02-07,Swiggy 4290,1887.15,debit
2024-02-28,Flipkart 1740,1381.15,Debit
"January 05, 2022",Gym 5704,3446.39,credit
"April 11, 2023",Amazon 9206,error,Debit
2023-08-27,Rent 1601,2237.94,Debit
13-Nov-2023,Swiggy 4460,1401.14,
08-Apr-2024,Rent 9908,4046.52,credit
06/18/2023 00:00,Electricity 8232,4262.13₹,debit
02/09/2023 00:00,Electricity 8566,4232.33,
2024-04-17,Swiggy 9295,1969.42,Credit
05/28/2023 00:00,Salary 2035,1278.3,Credit
07-Oct-2023,Zomato 9548,4231.71,Credit
21-Aug-2022,Salary 6618,4898.89,Debit
"June 08, 2023",Uber 9853,976.23,
12/12/2022 00:00,Salary 4664,3185.99,credit
02/15/2022 00:00,Electricity 9654,1654.84,Credit
"June 30, 2023",Swiggy 3634,2434.28,Credit
2022-03-19,Rent 5807,2865.5,debit
31-Dec-2023,Gym 7939,2697.98,Debit
23-Mar-2024,Uber 7766,3810.72,credit
2022-03-14,Gym 9752,4858.67,debit
04-Mar-2024,Gym 5716,439.41₹,Credit
"September 06, 2022",Salary 2006,3420.37,Credit
16-Feb-2022,Gym 8868,2621.28,
01-May-2022,Zomato 6087,1989.37,Debit
"August 02, 2022",Flipkart 4235,3314.12,debit
27-Aug-2022,Flipkart 8893,4431.85,credit
25-Feb-2022,Salary 4206,3056.95,
16-Dec-2022,Uber 1574,4104.38,credit
17-Apr-2022,Rent 4207,1483.56,Debit
10-Apr-2024,Electricity 8980,2193.94,Credit
17-Feb-2022,Uber 3803,879.83,credit
27-Jul-2023,Salary 7269,2867.1,debit
03-Dec-2022,Amazon 7390,3699.92,Debit
"January 26, 2022",Amazon 4013,2900.81,credit
"March 14, 2024",Amazon 6888,4561.04,Debit
14-Sep-2022,Gym 5058,4298.27,debit
"January 08, 2022",Electricity 1161,2127.66,
09/17/2023 00:00,Swiggy 8536,2865.54,credit
16-May-2024,Salary 3802,3238.62,Credit
10-Sep-2022,Uber 4441,4039.29,Debit
"November 23, 2023",Swiggy 4280,382.98,credit
12/20/2023 00:00,Rent 9372,4039.0,Credit
10/30/2022 00:00,Swiggy 3401,342.52₹,Credit
2023-10-01,Uber 8853,3600.46,Debit
"February 25, 2022",Amazon 8937,2331.92,debit
2023-12-27,Zomato 5819,1193.86,Credit
10-Jun-2023,Amazon 7168,3537.85,debit
04/19/2023 00:00,Uber 8790,4353.19,Credit
2022-01-28,Uber 6215,4145.3₹,credit
03/19/2022 00:00,Amazon 9260,978.69,Debit
2022-08-04,Amazon 6407,3024.48,Credit
"January 21, 2023",Swiggy 7088,3318.97,credit
31-Dec-2022,Electricity 5341,271.23,
"October 28, 2023",Flipkart 2118,1647.93,
2023-06-10,Gym 2738,530.39,Debit
11/30/2023 00:00,Electricity 9852,2089.96,debit
"November 08, 2022",Uber 8641,3639.1₹,Debit
06/01/2024 00:00,Amazon 9971,4028.31,Credit
"January 07, 2022",Amazon 5108,3818.59,debit
"January 03, 2022",Swiggy 5658,1365.64,debit
2023-09-15,Electricity 1670,751.94,credit
01/20/2024 00:00,Rent 9479,4363.77,Debit
2022-12-29,Flipkart 7492,3715.14,
21-Jan-2024,Amazon 4124,error,Credit
05/23/2023 00:00,Rent 3643,1361.54,
10/01/2022 00:00,Gym 2924,2865.01,credit
21-May-2023,Salary 2661,4490.57₹,Credit
16-Mar-2024,Electricity 9958,4172.46,Credit
"January 09, 2024",Salary 7005,1344.27,credit
"June 01, 2024",Electricity 7272,4754.69,credit
01/15/2022 00:00,Salary 8052,1899.74,credit
11-Jul-2022,Swiggy 7840,2867.71,credit
"September 23, 2023",Zomato 1043,3659.3,
"April 30, 2023",Zomato 1492,1261.92,Credit
